#SERVO3-S Parameter Limitcheck
#
# Index|Subindex|IndexID|SubindexID|Category|ShortName|Datatype|WriteLevel|Persistent|MinVal|MaxVal|DefaultVal|Limittest|Recordable|CANopenPDO|Trigger|ResetType|ParTakeOver|InDevice|ModuleCode|AmpOffOnly|ModeToggle|ActionCmd|InPLCopen|Unit|Sercos2IDN
#
2|7|DEVCFG|IDHBRAKE|no||UINT32|0|0|NDef|NDef|NDef|1|0||0|NoRes||0||0|0|0|0||
2|8|DEVCFG|IDMGEAR|no||UINT32|0|0|NDef|NDef|NDef|1|0||0|NoRes||0||0|0|0|0||
2|9|DEVCFG|IDMOTORENC|no||UINT32|0|0|NDef|NDef|NDef|1|0||0|NoRes||0||0|0|0|0||
2|10|DEVCFG|IDPOWERCFG|no||UINT16|0|0|NDef|NDef|NDef|1|0||0|NoRes||1||0|0|0|0||
2|11|DEVCFG|MODCOMVER|no|COM firmware|UINT32|2|0|NDef|NDef|NDef|1|0||0|NoRes||0||0|0|0|0||
2|12|DEVCFG|MOTNAME1|no||UINT32|0|0|NDef|NDef|NDef|1|0||0|NoRes||1||0|0|0|0||
2|13|DEVCFG|MOTNAME2|no||UINT32|0|0|NDef|NDef|NDef|1|0||0|NoRes||1||0|0|0|0||
2|14|DEVCFG|MOTNAME3|no||UINT32|0|0|NDef|NDef|NDef|1|0||0|NoRes||1||0|0|0|0||
2|15|DEVCFG|MOTNAME4|no||UINT32|0|0|NDef|NDef|NDef|1|0||0|NoRes||1||0|0|0|0||
2|16|DEVCFG|MOTNAME5|no||UINT32|0|0|NDef|NDef|NDef|1|0||0|NoRes||1||0|0|0|0||
2|17|DEVCFG|HWTYPECPU|no|_hwTypeCpu|UINT16|0|0|NDef|NDef|NDef|1|0||0|NoRes||1||0|0|0|0||
2|18|DEVCFG|HWVERSCPU|no|_hwVersCpu|UINT16|0|0|NDef|NDef|NDef|1|0||0|NoRes||1||0|0|0|0||
2|19|DEVCFG|HWTYPEAMP|no|_hwTypeAmp|UINT16|0|0|NDef|NDef|NDef|1|0||0|NoRes||1||0|0|0|0||
2|20|DEVCFG|HWVERSAMP|no|_hwVersAmp|UINT16|0|0|NDef|NDef|NDef|1|0||0|NoRes||1||0|0|0|0||
2|21|DEVCFG|HWTYPESLOT1|no|_hwTypeSlot1|UINT16|0|0|NDef|NDef|NDef|1|0||0|NoRes||0||0|0|0|0||
2|22|DEVCFG|HWVERSSLOT1|no|_hwVersSlot1|UINT16|0|0|NDef|NDef|NDef|1|0||0|NoRes||0||0|0|0|0||
2|23|DEVCFG|PRGNRSLOT1|identification|_fwNoSlot1|UINT32|0|0|NDef|NDef|NDef|1|0||0|NoRes||0||0|0|0|0||
2|24|DEVCFG|FWVERSSLOT1|identification|_fwVersSlot1|UINT16|0|0|NDef|NDef|NDef|1|0||0|NoRes||0||0|0|0|0||
2|25|DEVCFG|FWREVSLOT1|identification|_fwRevSlot1|UINT16|0|0|NDef|NDef|NDef|1|0||0|NoRes||0||0|0|0|0||
2|26|DEVCFG|HWTYPESLOT2|no|_hwTypeslot2|UINT16|0|0|NDef|NDef|NDef|1|0||0|NoRes||0||0|0|0|0||
2|27|DEVCFG|HWVERSSLOT2|no|_hwVersSlot2|UINT16|0|0|NDef|NDef|NDef|1|0||0|NoRes||0||0|0|0|0||
2|28|DEVCFG|PRGNRSLOT2|identification|_fwNoSlot2|UINT32|0|0|NDef|NDef|NDef|1|0||0|NoRes||0||0|0|0|0||
2|29|DEVCFG|FWVERSSLOT2|identification|_fwVersSlot2|UINT16|0|0|NDef|NDef|NDef|1|0||0|NoRes||0||0|0|0|0||
2|30|DEVCFG|FWREVSLOT2|identification|_fwRevSlot2|UINT16|0|0|NDef|NDef|NDef|1|0||0|NoRes||0||0|0|0|0||
2|31|DEVCFG|HWTYPESLOT3|no|_hwTypeSlot3|UINT16|0|0|NDef|NDef|NDef|1|0||0|NoRes||0||0|0|0|0||
2|32|DEVCFG|HWVERSSLOT3|no|_hwVersSlot3|UINT16|0|0|NDef|NDef|NDef|1|0||0|NoRes||0||0|0|0|0||
2|33|DEVCFG|PRGNRSLOT3|identification|_fwNoSlot3|UINT32|0|0|NDef|NDef|NDef|1|0||0|NoRes||0||0|0|0|0||
2|34|DEVCFG|FWVERSSLOT3|identification|_fwVersSlot3|UINT16|0|0|NDef|NDef|NDef|1|0||0|NoRes||0||0|0|0|0||
2|35|DEVCFG|FWREVSLOT3|identification|_fwRevSlot3|UINT16|0|0|NDef|NDef|NDef|1|0||0|NoRes||0||0|0|0|0||
4|1|PARAM|STORE|command|PAReeprSave|UINT16|1|0|0|1|NDef|1|0||0|NoRes|Sofort|1||0|0|0|0||
4|2|PARAM|DEFAULTS|command|PARfactorySet|UINT16|1|0|0|1|NDef|1|0||0|NoRes|Hochlauf|1||1|0|0|0||
4|3|PARAM|MSTORE|no||UINT16|4|0|1|3|NDef|1|0||0|NoRes||1||1|0|0|0||
4|4|PARAM|EEPROMINI|no||UINT16|4|0|0|2|NDef|1|0||0|NoRes|Sofort|1||1|0|0|0||
4|5|PARAM|PASSW|setting|password|UINT32|1|1|0|4294967295|0|3|0||0|FactRes|Sofort|1||0|0|0|1||
4|6|PARAM|PROTECTION|setting|protection|UINT32|1|1|0|4294967295|0|3|0||0|FactRes|Sofort|0||0|0|0|0||
4|7|PARAM|CTRLRES|command|PAR_CTRLreset|UINT16|1|0|0|1|0|2|0||0|NoRes|Sofort|1||1|0|0|0||
4|8|PARAM|PARUSERRESET|command|PARuserReset|UINT16|1|0|0|65535|NDef|1|0||0|NoRes|Enable|1||1|0|0|0||
4|9|PARAM|BLOCKINITUP|no||UINT32|1|0|NDef|NDef|0|1|0||0|NoRes||1||0|0|0|0||
4|10|PARAM|BLOCKINITDOWN|no||UINT32|1|0|NDef|NDef|0|1|0||0|NoRes||1||0|0|0|0||
4|11|PARAM|BLOCKLENGTH|no||UINT32|1|0|NDef|NDef|NDef|1|0||0|NoRes||1||0|0|0|0||
4|12|PARAM|BLOCKDATA|no||UINT32|1|0|NDef|NDef|NDef|1|0||0|NoRes||1||0|0|0|0||
4|13|PARAM|FLASHACTION|no||UINT16|4|0|NDef|NDef|NDef|0|0||0|NoRes||0||1|0|0|0||
4|14|PARAM|FLASHDATA|no||UINT32|0|0|NDef|NDef|NDef|0|0||0|NoRes||0||0|0|0|0||
4|15|PARAM|STOREBLOCK|setting|PAReeprSaveBlock|UINT32|4|0|NDef|NDef|NDef|1|0||0|NoRes|Sofort|1||0|0|0|0||
4|16|PARAM|MOTCONFIG|no||UINT32|1|0|NDef|NDef|NDef|1|0||0|NoRes|Sofort|1||0|0|0|0||
4|17|PARAM|MEMCARDMNG|no|MemCardMng|UINT16|1|0|0|65535|0|1|0||0|NoRes|Sofort|1||0|0|0|0||
4|19|PARAM|COMRESET|no||UINT16|1|0|NDef|NDef|NDef|1|0||0|NoRes||0||1|0|0|0||
4|20|PARAM|USRRESCALECMD|command|PAR_ScalingStart|UINT16|1|0|0|2|0|1|0||0|NoRes|Sofort|1||1|0|0|0||
4|21|PARAM|USRRESCALEINFO|monitoring|_PAR_ScalingState|UINT16|0|0|0|7|2|1|0||0|NoRes|Sofort|1||0|0|0|0||
4|22|PARAM|USRRESCALERRINFO|monitoring|_PAR_ScalingError|UINT32|0|0|NDef|NDef|NDef|1|0||0|NoRes|Sofort|1||0|0|0|0||
4|23|PARAM|FWUPDATEADMIN|no||UINT32|4|0|NDef|NDef|NDef|1|0||0|NoRes||0||1|0|0|0||
4|24|PARAM|FWUPDATEINFO|no||UINT32|0|0|NDef|NDef|NDef|1|0||0|NoRes||0||1|0|0|0||
4|25|PARAM|STOREPOWER|setting|PAReeprSaveBlock|UINT16|4|0|NDef|NDef|NDef|0|0||0|NoRes|Sofort|0||1|0|0|0||
5|1|DEVICE|DEVCONTROL|configuration|DEVcmdinterf|UINT16|1|1|0|3|0|2|0||0|FactRes|Hochlauf|1||1|0|0|1||
5|2|DEVICE|RS422IOMODE|configuration|PTI_signal_type|UINT16|1|1|0|2|0|3|0||0|FactRes|Hochlauf|1||1|0|0|1||
5|3|DEVICE|REFEXT|configuration|IOdefaultMode|UINT16|1|1|0|5|5|3|0||0|FactRes|Hochlauf|1||1|0|0|1||
5|4|DEVICE|IOENABLEMODE|configuration|IO_AutoEnaConfig|UINT16|1|1|0|1|0|3|0||0|UsrParRes|Enable|1||0|0|0|1||
5|5|DEVICE|SUPCOMM|configuration|MON_commutat|UINT16|1|1|0|1|1|2|0||0|UsrParRes|Enable|1||1|0|0|1||
5|6|DEVICE|RINHIBIT|configuration|IO_AutoEnable|UINT16|1|1|0|2|0|3|0||0|UsrParRes|Enable|1||0|0|0|1||
5|7|DEVICE|ADDTBRAKEOFF|configuration|BRK_AddT_release|INT16|1|1|0|400|0|3|0||0|UsrParRes|Enable|1||1|0|0|1|ms|
5|8|DEVICE|ADDTBRAKEON|configuration|BRK_AddT_apply|INT16|1|1|0|1000|0|3|0||0|UsrParRes|Enable|1||1|0|0|1|ms|
5|9|DEVICE|BALLAST|configuration|RESint_ext|UINT16|1|1|0|2|0|2|0||0|UsrParRes|Enable|1||1|0|0|1||
5|10|DEVICE|ERRVOLT|configuration|ErrorResp_Flt_AC|UINT16|1|1|1|3|2|3|0||0|UsrParRes|Enable|1||1|0|0|1||
5|11|DEVICE|FLTPDIFF|configuration|ErrorResp_p_dif|UINT16|1|1|1|3|3|3|0||0|UsrParRes|Enable|1||1|0|0|1||
5|12|DEVICE|ACTIVEDEVCTRL|monitoring|_DEVcmdinterf|UINT16|0|0|NDef|NDef|NDef|1|0||0|NoRes||1||0|0|0|0||
5|13|DEVICE|MOTTYPE|configuration|M_Type_Config|UINT32|1|1|NDef|NDef|0|1|0||0|FactRes|Hochlauf|1||0|0|0|1||
5|14|DEVICE|PWM|no|PWM_fChop|UINT16|2|1|4|16|8|3|0||0|UsrParRes|Enable|1||1|0|0|0||
5|15|DEVICE|MAINSMON|configuration|MON_MainsVolt|UINT16|2|1|0|4|0|2|0||0|UsrParRes|Enable|1||1|0|0|1||
5|16|DEVICE|GNDSHORTMON|configuration|MON_GroundFault|UINT16|2|1|0|1|1|2|0||0|UsrParRes|Hochlauf|1||0|0|0|1||
5|17|DEVICE|DTBALEXT|configuration|RESext_ton|UINT16|1|1|1|30000|1|3|0||0|UsrParRes|Enable|1||1|0|0|1|ms|
5|18|DEVICE|PBALEXT|configuration|RESext_P|UINT16|1|1|1|32767|10|2|0||0|UsrParRes|Enable|1||1|0|0|1|W|
5|19|DEVICE|RBALEXT|configuration|RESext_R|UINT16|1|1|0|32767|10000|2|0||0|UsrParRes|Enable|1||1|0|0|1|Ohm|
5|21|DEVICE|ESIMSCALE|configuration|ESIM_scale|UINT16|1|1|8|65535|4096|3|0||0|FactRes|Hochlauf|1||1|0|0|1|EncInc|
5|22|DEVICE|SETENC1POSABSUSR|setting|ENC1_adjustment|INT32|1|0|NDef|NDef|NDef|1|0||0|NoRes|Hochlauf|1||0|0|0|0|usr_p|
5|23|DEVICE|IOGEARMODE|setting|IO_GEARmethod|UINT16|1|1|1|3|1|3|0||0|UsrParRes|nächste Bewegung|1||0|0|0|1||
5|24|DEVICE|IOJOGMODE|setting|IO_JOGmethod|UINT16|1|1|0|1|0|3|0||0|UsrParRes|nächste Bewegung|1||0|0|0|1||
5|25|DEVICE|SPVFLTACTIME|no|SPV_Flt_AC_time|UINT16|2|1|50|1000|50|2|0||0|UsrParRes|Enable|1||1|0|0|0||
5|26|DEVICE|SETENCPOSACK|setting|_ENC_pabsusrack|UINT16|0|0|0|1|NDef|1|0||0|NoRes||1||0|0|0|0||
5|31|DEVICE|ESIMACTIVATE|configuration|PTO_mode|UINT16|1|1|0|3|1|3|0||0|FactRes|Enable|1||1|0|0|1||
5|32|DEVICE|MAINSCHOKE|configuration|Mains_reactor|UINT16|1|1|0|1|0|3|0||0|FactRes|Sofort|1||1|0|0|1||
5|33|DEVICE|SHIFTENCWRKRG|configuration|ShiftEncWorkRang|UINT16|1|1|0|1|0|1|0||0|FactRes|Hochlauf|1||0|0|0|1||
5|34|DEVICE|ERRI2TBAL|configuration|ErrorResp_I2tRES|UINT16|1|1|0|2|0|3|0||0|UsrParRes|Enable|1||1|0|0|1||
5|35|DEVICE|QUASIABS|configuration|SimAbsolutePos|UINT16|1|1|0|1|0|3|0||0|UsrParRes|Sofort|1||0|0|0|1||
5|36|DEVICE|SETENC2POSABSUSR|setting|ENC2_adjustment|INT32|1|0|NDef|NDef|NDef|1|0||0|NoRes|Hochlauf|0||0|0|0|0|usr_p|
5|37|DEVICE|ABSPOSENCSOURCE|configuration|ENC_abs_source|UINT16|1|1|0|1|0|3|0||0|FactRes|Hochlauf|0||0|0|0|0||
5|38|DEVICE|DCBUSCOMP|configuration|DCbus_compat|UINT16|1|1|0|1|0|2|0||0|FactRes|Hochlauf|1||1|0|0|1||
5|39|DEVICE|MECHVAR1|configuration|MechVar1|UINT16|1|1|0|65535|0|2|0||0|UsrParRes|Sofort|1||0|0|0|1||
5|40|DEVICE|MECHVAR2|configuration|MechVar2|UINT16|1|1|0|65535|0|2|0||0|UsrParRes|Sofort|1||0|0|0|1||
5|41|DEVICE|MECHVAR3|configuration|MechVar3|UINT16|1|1|0|65535|0|2|0||0|UsrParRes|Sofort|1||0|0|0|1||
5|42|DEVICE|MECHVAR4|configuration|MechVar4|UINT16|1|1|0|65535|0|2|0||0|UsrParRes|Sofort|1||0|0|0|1||
5|43|DEVICE|MECHVAR5|configuration|MechVar5|UINT16|1|1|0|65535|0|2|0||0|UsrParRes|Sofort|1||0|0|0|1||
5|44|DEVICE|MECHVAR6|configuration|MechVar6|UINT16|1|1|0|65535|0|2|0||0|UsrParRes|Sofort|1||0|0|0|1||
5|45|DEVICE|MECHVAR7|configuration|MechVar7|UINT16|1|1|0|65535|0|2|0||0|UsrParRes|Sofort|1||0|0|0|1||
5|46|DEVICE|MECHVAR8|configuration|MechVar8|UINT16|1|1|0|65535|0|2|0||0|UsrParRes|Sofort|1||0|0|0|1||
5|47|DEVICE|PTIPULSEFILTER|configuration|PTI_pulse_filter|UINT16|2|1|0|1300|25|3|0||0|FactRes|Enable|1||1|0|0|1|µs|
5|48|DEVICE|LXMATVUDCBAL|no|LXM_ATV_UdcBal|UINT16|2|1|1500|10000|3950|2|0||0|FactRes|Hochlauf|1||1|0|0|0|V|
5|49|DEVICE|LXMATVUDCMAX|no|LXM_ATV_UdcMax|UINT16|2|1|1600|10000|4150|2|0||0|FactRes|Hochlauf|1||1|0|0|0|V|
5|50|DEVICE|ESIMSCALEHIGH|configuration|ESIM_HighResolution|UINT32|2|1|0|268431360|0|3|0||0|FactRes|Hochlauf|1||1|0|0|1|EncInc|
5|51|DEVICE|ESIMPHASESHIFT|command|ESIM_PhaseShift|INT16|2|0|-32768|32767|0|2|0||0|NoRes|Sofort|1||0|0|0|0||
5|52|DEVICE|ADDFAULTRESET|setting|IO_FaultResOnEnaInp|UINT16|1|1|0|2|0|3|0||0|UsrParRes|Enable|1||0|0|0|1||
5|53|DEVICE|SETOFFENC2PACT|setting|ENC2_pos_offset|INT32|1|1|NDef|NDef|NDef|2|0||0|NoRes|Sofort|0||0|0|0|0||54
6|1|MOTION|SYMRAMP|no|RAMP_v_sym|UINT16|1|0|NDef|NDef|NDef|2|0|R_PDO|0|NoRes|nächste Bewegung|1||0|1|0|0||
6|2|MOTION|RAMPDATOPT|no|RAMPaccdec|UINT32|1|0|NDef|NDef|NDef|2|0||0|NoRes|nächste Bewegung|1||0|0|0|0||
6|3|MOTION|ENASWLIM|setting|MON_SW_Limits|UINT16|1|1|0|3|0|1|0||0|UsrParRes|Sofort|1||0|0|0|1||
6|4|MOTION|SWLIMP|configuration|MON_swLimP|INT32|1|1|NDef|NDef|2147483647|1|0||0|UsrParRes|Enable|1||1|0|0|1|usr_p|49
6|5|MOTION|SWLIMN|configuration|MON_swLimN|INT32|1|1|NDef|NDef|-2147483648|1|0||0|UsrParRes|Enable|1||1|0|0|1|usr_p|50
6|6|MOTION|SIGLIMMODE|configuration|IOsigRespOfPS|UINT16|1|1|0|1|0|3|0||0|UsrParRes|Sofort|0||0|0|0|0||
6|7|MOTION|NORMPOSDENOM|configuration|ScalePOSdenom|INT32|1|1|1|2147483647|16384|1|0||0|UsrParRes|anderer Parameter|1||1|0|0|1|usr_p|
6|8|MOTION|NORMPOSNUM|configuration|ScalePOSnum|INT32|1|1|1|2147483647|1|1|0||0|UsrParRes|Sofort|1||1|0|0|1|revolution|
6|9|MOTION|SPEEDLIMPROF|configuration|RAMP_v_max|UINT32|1|1|1|2147483647|13200|2|0||0|UsrParRes|nächste Bewegung|1||1|0|0|1|usr_v|
6|10|MOTION|UPRAMP0|setting|RAMP_v_acc|UINT32|1|1|1|2147483647|600|2|0||0|UsrParRes|nächste Bewegung|1||0|1|0|1|usr_a|136
6|11|MOTION|DOWNRAMP0|setting|RAMP_v_dec|UINT32|1|1|1|2147483647|600|2|0||0|UsrParRes|nächste Bewegung|1||0|1|0|1|usr_a|137
6|12|MOTION|INVDIR|configuration|InvertDirOfMove|UINT16|1|1|0|1|0|3|0||0|FactRes|Hochlauf|1||1|0|0|1||
6|13|MOTION|JERKFILTER|configuration|RAMP_v_jerk|UINT16|1|1|0|128|0|2|0||0|UsrParRes|nächste Bewegung|1||0|0|0|1|ms|
6|14|MOTION|SIGMODEREF|configuration|IOsigREF|UINT16|1|1|1|2|1|1|0||0|UsrParRes|Enable|1||1|0|0|1||
6|15|MOTION|SIGMODELIMN|configuration|IOsigLIMN|UINT16|1|1|0|2|1|1|0||0|UsrParRes|Enable|1||1|0|0|1||
6|16|MOTION|SIGMODELIMP|configuration|IOsigLIMP|UINT16|1|1|0|2|1|1|0||0|UsrParRes|Enable|1||1|0|0|1||
6|17|MOTION|DISHWLIM|no|MON_HW_Limits|UINT16|1|0|0|3|0|2|0||0|NoRes|Sofort|0||0|0|0|0||
6|18|MOTION|QUSTOPRAMP|configuration|RAMPquickstop|UINT32|1|1|1|2147483647|6000|1|0||0|UsrParRes|nächste Bewegung|1||0|0|0|1|usr_a|
